,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,title_clean,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,primaryTitle_clean,averageRating,numVotes
4859,s7842,Movie,Recall,Michael James Regan,"Michael James Regan, Tommy James Murphy, Louis Di Bianco, Stefano DiMatteo, Juan Carlos Velis, Katriina Isberg, Danny Bruzzi, Eugene Clark, Ronnie Rowe Jr., Brendee Green, A.C. Peterson",Canada,"June 25, 2019",2018,TV-MA,73 min,Dramas,"Struggling to move on from a heartbreaking loss, Mikey is drawn into a dangerous underworld robbery orchestrated by his unreliable stepbrother Dale.",recall,tt6622960,movie,Recall,Soratobu taiya,0.0,2018.0,,120,Drama,recall,6.4,352.0
4860,s7844,Movie,Red Christmas,Craig Anderson,"Dee Wallace, Geoff Morrell, Sarah Bishop, Janis McGavin, David Collins, Bjorn Stewart, Gerard O'Dwyer, Deelia Meriel, Sam Campbell, Anthony Jensen, Robert Anderson",Australia,"December 11, 2017",2016,TV-MA,81 min,Horror Movies,A family Christmas gathering at an isolated Australian estate turns into the holiday from hell after a mysterious stranger turns up at the door.,red christmas,tt5120400,movie,Red Christmas,Red Christmas,0.0,2016.0,,82,"Horror,Thriller",red christmas,4.3,2445.0
4861,s7845,Movie,Red Dawn,John Milius,"Patrick Swayze, C. Thomas Howell, Lea Thompson, Charlie Sheen, Darren Dalton, Jennifer Grey, Brad Savage, Doug Toby, Ben Johnson, Harry Dean Stanton",United States,"December 31, 2019",1984,PG-13,114 min,"Action & Adventure, Cult Movies",A group of teenagers witnesses Soviet and Cuban paratroopers descending on their small Colorado town and systematically setting off World War III.,red dawn,tt0087985,movie,Red Dawn,Red Dawn,0.0,1984.0,,114,"Action,Drama,Thriller",red dawn,6.3,66458.0
4862,s7847,Movie,Red Trees,Marina Willer,Tim Piggott-Smith,United Kingdom,"March 24, 2018",2017,TV-PG,80 min,"Documentaries, International Movies","A documentarian details her Jewish family's escape from Nazi-occupied Prague to refuge in Brazil, where her father built a life as an architect.",red trees,tt7211972,movie,Red Trees,Red Trees,0.0,2017.0,,87,Documentary,red trees,6.5,151.0
4863,s7850,Movie,Regatta,Mohamed Samy,"Amr Saad, Ilham Shaheen, Rania Yousef",Egypt,"May 9, 2019",2015,TV-MA,100 min,"Action & Adventure, Dramas, International Movies",Inside one of Cairo's most impoverished areas exists a place where criminals control everything and everyone.,regatta,tt5888866,movie,Regatta,Regatta,0.0,2015.0,,99,"Action,Crime,Drama",regatta,4.5,214.0
4864,s7852,Movie,Reincarnated,Andy Capper,"Snoop Dogg, Dr. Dre, Bunny Wailer",United States,"June 13, 2016",2012,R,96 min,"Documentaries, Music & Musicals","Vice magazine's Andy Capper follows rapper Snoop Dogg on a pilgrimage to Jamaica, where he rechristens himself Snoop Lion, a reggae artist.",reincarnated,tt2312602,movie,Reincarnated,Reincarnated,0.0,2012.0,,96,"Documentary,Music",reincarnated,6.2,2548.0
4865,s7853,Movie,Rembat,Shamyl Othman,"Shaheizy Sam, Aniu, Zizan Razak, Zara Zya, Arja Lee",Malaysia,"August 21, 2017",2015,TV-PG,88 min,"Action & Adventure, Comedies, International Movies","Two huge soccer fans must go on a rambunctious road trip to fix a big match between Malaysia and Thailand, or they'll draw the ire of a loan shark.",rembat,tt7785062,movie,Rembat,Rembat,0.0,2015.0,,98,"Comedy,Family,Sport",rembat,5.7,28.0
4866,s7854,Movie,Remember,Atom Egoyan,"Christopher Plummer, Bruno Ganz, Jürgen Prochnow, Heinz Lieven, Henry Czerny, Dean Norris, Martin Landau","Canada, Mexico, Germany, South Africa","July 26, 2018",2015,R,95 min,"Action & Adventure, Dramas","Following the written instructions of his friend, senile Zev crosses the country to find and murder the Nazi who killed their families in Auschwitz.",remember,tt3704050,movie,Remember,Remember,0.0,2015.0,,94,"Drama,Mystery,Thriller",remember,7.5,29006.0
4867,s7855,Movie,Remember Me,Allen Coulter,"Robert Pattinson, Emilie de Ravin, Chris Cooper, Lena Olin, Pierce Brosnan, Tate Ellington, Ruby Jerins, Gregory Jbara, Meghan Markle",United States,"August 1, 2020",2010,PG-13,112 min,"Dramas, Romantic Movies","Tyler's still feeling lost following the tragedy that's strained his relationship with his father when he meets Ally, a girl who understands his pain.",remember me,tt1403981,movie,Remember Me,Remember Me,0.0,2010.0,,113,"Drama,Romance",remember me,7.1,159793.0
4868,s7856,Movie,Rememory,Mark Palansky,"Peter Dinklage, Julia Ormond, Martin Donovan, Anton Yelchin, Henry Ian Cusick, Evelyne Brochu, Matt Ellis, Colin Lawrence, Chad Krowchuk, Gracyn Shinyei","United Kingdom, United States, Canada","June 1, 2020",2017,PG-13,112 min,"Dramas, Sci-Fi & Fantasy","A psychologist is murdered after unveiling a breakthrough invention that extracts memories, spurring a fixated former patient to hunt for answers.",rememory,tt2331047,movie,Rememory,Rememory,0.0,2017.0,,111,"Drama,Mystery,Sci-Fi",rememory,6.1,18238.0
4869,s7858,Movie,Resident Evil: Afterlife,Paul W.S. Anderson,"Milla Jovovich, Ali Larter, Kim Coates, Shawn Roberts, Sergio Peris-Mencheta, Spencer Locke, Boris Kodjoe, Wentworth Miller","Germany, France, United States, Canada, United Kingdom","January 1, 2020",2010,R,97 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","The Undead Apocalypse continues as super-soldier Alice finds her way to a supposed sanctuary in Los Angeles, which may just be a deadly trap.",resident evil: afterlife,tt1220634,movie,Resident Evil: Afterlife,Resident Evil: Afterlife,0.0,2010.0,,96,"Action,Horror,Sci-Fi",resident evil: afterlife,5.8,183898.0
4870,s7859,Movie,Residente,René Pérez Joglar,René Pérez Joglar,United States,"January 1, 2018",2017,TV-MA,97 min,"Documentaries, Music & Musicals",The results of a DNA test spur Puerto Rican rap icon Residente to set out on a global voyage in search of his roots and fresh musical inspiration.,residente,tt6414866,movie,Residente,Residente,0.0,2017.0,,90,"Documentary,Music",residente,7.9,418.0
4871,s7860,Movie,Restless Creature: Wendy Whelan,"Linda Saffire, Adam Schlesinger","Peter Martins, Sean Suozzi, Gretchen Smith, Ashley Laracey, Tiler Peck, Damian Woetzel, Albert Evans, Sterling Hyltin, Craig Hall, Peter Boal, Karen Young, Michelle Rodriguez, Jock Soto, Adam Barrett",United States,"September 26, 2017",2016,TV-MA,94 min,Documentaries,"After 30 years with the New York City Ballet, celebrated dancer Wendy Whelan redefines herself as an artist in a new stage of life.",restless creature: wendy whelan,tt3551540,movie,Restless Creature: Wendy Whelan,Restless Creature: Wendy Whelan,0.0,2016.0,,90,Documentary,restless creature: wendy whelan,7.2,387.0
4872,s7861,Movie,Return To The 36th Chamber,Chia-Liang Liu,"Gordon Liu, Lung Wei Wang, Hou Hsiao, Lun Hua, Yeong-mun Kwon, Kara Hui, Szu-Chia Chen, Tsui Ling Yu, Wei Hao Teng, Gong Shih",Hong Kong,"August 16, 2018",1980,R,97 min,"Action & Adventure, Comedies, International Movies","When thugs prey upon innocent factory workers, a small-time scammer trains for revenge by studying the moves of Shaolin temple monks.",return to the 36th chamber,tt0081494,movie,Return to the 36th Chamber,Shao Lin da peng da shi,0.0,1980.0,,99,"Action,Comedy",return to the 36th chamber,6.9,4402.0
4873,s7862,Movie,Revelations,Vijay Jayapal,"Chetan, Lakshmi Priyaa Chandramouli, Anantharam Karthik, Arpita Banerjee",India,"March 1, 2017",2016,NR,118 min,"Dramas, International Movies","After four years together, a husband and wife become entangled in secret, sexually charged relationships that threaten to unravel their marriage.",revelations,tt6355584,movie,Revelations,Revelations,0.0,2016.0,,118,Drama,revelations,7.4,167.0
4874,s7863,TV Show,Revenge,,"Lalita Panyopas, Saksit Tangtong, Tao Somchai Khemklad, Tack Parunyu Rojanawuttitum, Pongsatorn Jongwilas, Chaleumpol Tikumpornteerawong, Akarin Akaranitimaytharatt, Kanthi Pitithan, Plerng Pollapakk Vacharaponghiran, Kritteera Inpornwijit",,"May 2, 2019",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","After a mother and her daughter are gang-raped by seven men, the daughter suffers a mental breakdown, and the single mom sets out to get revenge.",revenge,tt6738136,movie,Revenge,Revenge,0.0,2017.0,,108,"Action,Drama,Horror",revenge,6.4,59564.0
4875,s7864,Movie,Revenge of the Green Dragons,"Andrew Lau Wai-Keung, Andrew Loo","Ray Liotta, Justin Chon, Kevin Wu, Harry Shum Jr., Eugenia Yuan, Leonard Wu, Jin Auyeung, Jon Kit Lee, Shuya Chang, Geoff Pierson","Hong Kong, United States","July 21, 2018",2014,R,95 min,"Action & Adventure, Dramas, Independent Movies","In gritty 1980s New York, two Chinese immigrant boys rise through the ranks of the infamous Green Dragons gang, where they're trained to kill.",revenge of the green dragons,tt1396523,movie,Revenge of the Green Dragons,Revenge of the Green Dragons,0.0,2014.0,,94,"Action,Crime,Drama",revenge of the green dragons,5.3,4423.0
4876,s7866,Movie,Revolutionary Road,Sam Mendes,"Leonardo DiCaprio, Kate Winslet, Kathy Bates, Michael Shannon, Kathryn Hahn, David Harbour, Dylan Baker, Richard Easton, Zoe Kazan, Jay O. Sanders, Max Casella","United States, United Kingdom","November 1, 2019",2008,R,120 min,"Dramas, Romantic Movies","April and Frank's marriage unravels when a plan to change their ""perfect"" lives becomes their last hope to escape lives engulfed in emptiness.",revolutionary road,tt0959337,movie,Revolutionary Road,Revolutionary Road,0.0,2008.0,,119,"Drama,Romance",revolutionary road,7.3,230701.0
4877,s7867,Movie,Rezeta,Fernando Frías De La Parra,"Rezeta Veliu, Roger Mendoza, Emiliano Becerríl, Sebastián Cordova, Paulina Dávila",Mexico,"December 3, 2016",2012,NR,84 min,"Dramas, Independent Movies, International Movies","Gorgeous and free-spirited Albanian model Rezeta arrives in Mexico City, and soon uses her charms to take up a carefree new life in the metropolis.",rezeta,tt2884144,movie,Rezeta,Rezeta,0.0,2012.0,,85,"Comedy,Drama,Romance",rezeta,5.7,533.0
4878,s7869,Movie,Righteous Kill,Jon Avnet,"Robert De Niro, Al Pacino, 50 Cent, Carla Gugino, John Leguizamo, Donnie Wahlberg, Brian Dennehy, Trilby Glover",United States,"June 1, 2019",2008,R,101 min,"Dramas, Thrillers","Two detectives investigate a rash of vigilante killings linked to an old case, suggesting they might have put an innocent man behind bars.",righteous kill,tt1034331,movie,Righteous Kill,Righteous Kill,0.0,2008.0,,101,"Crime,Mystery,Thriller",righteous kill,6.0,94141.0
4879,s7872,Movie,Rise of the Zombie,"Devaki Singh, Luke Kenny","Luke Kenny, Kirti Kulhari, Ashwin Mushran, Benjamin Gilani",India,"December 15, 2017",2013,TV-MA,83 min,"Horror Movies, International Movies","A heartbroken wildlife photographer throws himself into his work, only to find himself experiencing strange transformations.",rise of the zombie,tt2633598,movie,Rise of the Zombie,Rise of the Zombie,0.0,2013.0,,86,"Drama,Horror,Thriller",rise of the zombie,3.3,465.0
4880,s7873,TV Show,Rishta.com,,"Shruti Seth, Kavi Shastri, Siddhant Karnick, Kavin Dave",India,"March 15, 2018",2010,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Partners at an Indian matrimonial agency face endlessly challenging and often impossible demands as they help clients make the perfect match.,rishta.com,tt1739752,tvSeries,Rishta.com,Rishta.com,0.0,2010.0,,45,Drama,rishta.com,8.5,536.0
4881,s7876,Movie,Road to Yesterday,Ishaya Bako,"Genevieve Nnaji, Oris Erhuero, Majid Michel",Nigeria,"July 1, 2016",2015,TV-14,96 min,"Dramas, International Movies","Their marriage failing, Victoria and Izu try to reconnect during a road trip. But bringing long-repressed secrets to light threatens yet more discord.",road to yesterday,tt4871120,movie,Road to Yesterday,Road to Yesterday,0.0,2015.0,,91,"Drama,Romance,Thriller",road to yesterday,6.0,265.0
4882,s7878,Movie,Robin Hood: The Rebellion,Nicholas Winter,"Ben Freeman, James Oliver Wheatley, Marie Everett, Jamie Kenna, James Groom, James G. Nunn, Martyn Ford, Gareth David-Lloyd, Brian Blessed, Kristian Nairn",United Kingdom,"May 1, 2019",2018,TV-14,92 min,"Action & Adventure, Independent Movies, International Movies","When the Sheriff of Nottingham takes his beloved captive, Robin Hood embarks on a daring rescue mission at the tyrant's castle.",robin hood: the rebellion,tt7052244,movie,Robin Hood: The Rebellion,Robin Hood: The Rebellion,0.0,2018.0,,92,"Action,Adventure,History",robin hood: the rebellion,3.3,3975.0
4883,s7879,TV Show,Robotech,,"Jean-Claude Ballard, Gregory Snegoff, Cam Clarke, Melissa Newman, Tony Oliver, Larry Abraham, Robert Axelrod, Robert V. Barron","United States, Japan","October 1, 2016",1985,TV-MA,1 Season,Anime Series,"When a mysterious spaceship crashes in the Pacific, the people of Earth work to master the science of robotechnology and rebuild the giant fortress.",robotech,tt0088595,tvSeries,Robotech,Robotech,0.0,1985.0,1985.0,30,"Action,Adventure,Animation",robotech,8.5,4193.0
4884,s7880,Movie,Rocky,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Thayer David, Joe Spinell, Jimmy Gambina, Bill Baldwin",United States,"August 1, 2019",1976,PG,120 min,"Action & Adventure, Classic Movies, Dramas","Sylvester Stallone shot to fame as Rocky Balboa, an unknown fighter who's given a shot at fighting world champ Apollo Creed as a publicity stunt.",rocky,tt0075148,movie,Rocky,Rocky,0.0,1976.0,,120,"Drama,Sport",rocky,8.1,662279.0
4885,s7881,Movie,Rocky II,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Tony Burton, Joe Spinell, Leonard Gaines, John Pleshette, Sylvia Meals",United States,"August 1, 2019",1979,PG,119 min,"Dramas, Sports Movies","Featuring a rousing climax, this engaging sequel finds boxer Rocky Balboa returning to the ring for a rematch against reigning champ Apollo Creed.",rocky ii,tt0079817,movie,Rocky II,Rocky II,0.0,1979.0,,119,"Drama,Sport",rocky ii,7.3,240985.0
4886,s7882,Movie,Rocky III,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Tony Burton, Mr. T, Hulk Hogan, Ian Fried",United States,"August 1, 2019",1982,PG,100 min,"Dramas, Sports Movies","After taking a pounding from a powerful young fighter, humbled world champ Rocky Balboa turns to ex-rival Apollo Creed for help in regaining his form.",rocky iii,tt0084602,movie,Rocky III,Rocky III,0.0,1982.0,,99,"Drama,Sport",rocky iii,6.9,220291.0
4887,s7883,Movie,Rocky IV,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Dolph Lundgren, Brigitte Nielsen, Tony Burton, Michael Pataki",United States,"August 1, 2019",1985,PG,92 min,"Dramas, Sports Movies","Rocky Balboa takes on the Cold War, coming out of retirement to battle a Soviet fighter who pulverized Rocky's friend and former rival, Apollo Creed.",rocky iv,tt0089927,movie,Rocky IV,Rocky IV,0.0,1985.0,,91,"Drama,Sport",rocky iv,6.9,236442.0
4888,s7884,Movie,Rocky V,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young, Richard Gant, Tommy Morrison, Sage Stallone, Burgess Meredith, Tony Burton",United States,"August 1, 2019",1990,PG-13,104 min,"Dramas, Sports Movies","Inspired by the memory of his trainer, a broke and seemingly careerless Rocky finds glory in training and takes on an up-and-coming boxer.",rocky v,tt0100507,movie,Rocky V,Rocky V,0.0,1990.0,,104,"Drama,Sport",rocky v,5.4,156383.0
4889,s7886,Movie,Roh's Beauty,Sameh Abdulaziz,"Haifa Wehbe, Bassem Samra, Mohamed Lotfy, Ahmed Fathy, Nagua Fouad, Ahlam Al-Gritly, Karim El Abnoudi, Salah Abdullah, Hakim, Usha",Egypt,"April 19, 2019",2014,TV-MA,98 min,"Dramas, International Movies","Hoping to earn money to support her son, a single mother sings in a nightclub, where danger lurks around every corner.",roh's beauty,tt3650534,movie,Roh's Beauty,Roh's Beauty,0.0,2014.0,,90,Drama,roh's beauty,3.5,645.0
4890,s7887,Movie,Roll Red Roll,Nancy Schwartzman,,United States,"August 8, 2019",2018,TV-MA,80 min,Documentaries,"This compelling documentary follows the 2012 Steubenville, Ohio rape case, putting social media and high school football culture in the spotlight.",roll red roll,tt8092888,movie,Roll Red Roll,Roll Red Roll,0.0,2018.0,,80,"Crime,Documentary",roll red roll,7.1,2756.0
4891,s7888,Movie,Rolling Papers,Mitch Dickman,,"United States, Uruguay","September 8, 2017",2015,TV-MA,79 min,Documentaries,"As the newspaper industry takes a hit, The Denver Post breaks new ground with a section dedicated to cannabis culture.",rolling papers,tt3621360,movie,Rolling Papers,Rolling Papers,0.0,2015.0,,79,"Biography,Documentary,News",rolling papers,6.2,508.0
4892,s7889,Movie,Romeo Ranjha,Navaniat Singh,"Jazzy B, Garry Sandhu, Monica Bedi, Parul Gulati, Rana Ranbir, Yograj Singh, Rana Jung Bahadur, Sanga Jagir","India, Canada","November 1, 2017",2014,TV-14,122 min,"Action & Adventure, Comedies, Music & Musicals","Two common boys travel from India to Thailand to find success and money, enjoying their friendship and finding ways to cheat the cheats.",romeo ranjha,tt3607226,movie,Romeo Ranjha,Romeo Ranjha,0.0,2014.0,,,"Action,Comedy,Romance",romeo ranjha,4.8,103.0
4893,s7890,Movie,Room,Lenny Abrahamson,"Brie Larson, Jacob Tremblay, Joan Allen, Sean Bridgers, Tom McCamus, William H. Macy, Cas Anvar, Amanda Brugel, Wendy Crewson, Sandy McMaster","Ireland, Canada, United Kingdom, United States","July 19, 2018",2015,R,118 min,"Dramas, Independent Movies","Kidnapped, confined to a tiny room and raped, a young woman gives birth to a son. When he reaches his fifth birthday, she begins plotting an escape.",room,tt3170832,movie,Room,Room,0.0,2015.0,,118,"Drama,Thriller",room,8.1,469136.0
4894,s7891,Movie,Room for Rent,Matthew Atkinson,"Brett Gelman, Mark Little, Carla Gallo, Stephnie Weir, Patrick J. Adams, Mark McKinney",Canada,"March 1, 2019",2017,TV-MA,89 min,"Comedies, Independent Movies","To save his parents’ home, a lottery-squandering 32-year-old man sublets a room to a disarmingly creepy tenant.",room for rent,tt5796156,movie,Room for Rent,Room for Rent,0.0,2017.0,,89,"Comedy,Mystery,Thriller",room for rent,5.4,574.0
4895,s7894,Movie,Roots,Shweta Basu Prasad,,,"November 1, 2017",2016,TV-PG,62 min,"Documentaries, International Movies, Music & Musicals",This documentary explores the rich heritage of Indian classical music and the reasons behind its modern decline in popularity.,roots,tt12106644,movie,Roots,Roots,0.0,2016.0,,,,roots,,
4896,s7894,Movie,Roots,Shweta Basu Prasad,,,"November 1, 2017",2016,TV-PG,62 min,"Documentaries, International Movies, Music & Musicals",This documentary explores the rich heritage of Indian classical music and the reasons behind its modern decline in popularity.,roots,tt5674574,movie,Roots,Roots,0.0,2016.0,,80,Drama,roots,7.3,21.0
4897,s7895,Movie,Rosemary's Baby,Roman Polanski,"Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer, Maurice Evans, Ralph Bellamy, Patsy Kelly, Elisha Cook Jr., Emmaline Henry, Charles Grodin",United States,"November 1, 2019",1968,R,137 min,"Classic Movies, Horror Movies, Thrillers","A woman is thrilled to find out she's pregnant. But as her belly grows, the more certain she becomes that her unborn child is in serious danger.",rosemary's baby,tt0063522,movie,Rosemary's Baby,Rosemary's Baby,0.0,1968.0,,137,"Drama,Horror",rosemary's baby,8.0,249055.0
4898,s7896,Movie,Rounders,John Dahl,"Matt Damon, Edward Norton, John Turturro, Gretchen Mol, Famke Janssen, John Malkovich, Martin Landau, Michael Rispoli, Josh Mostel, Tom Aldredge",United States,"November 1, 2019",1998,R,121 min,Dramas,"A law student befriends and ""befoes"" a fellow gambling addict and a club owner, and tensions run high when they must come up with $15k in just 5 days.",rounders,tt0128442,movie,Rounders,Rounders,0.0,1998.0,,121,"Crime,Drama",rounders,7.3,164809.0
4899,s7899,Movie,Rukh,Atanu Mukherjee,"Adarsh Gourav, Manoj Bajpayee, Smita Tambe, Kumud Mishra",India,"April 1, 2018",2017,TV-MA,103 min,"Dramas, Independent Movies, International Movies","Following the untimely death of his father, a young man begins to reconnect with his family while uncovering some difficult truths.",rukh,tt7341406,movie,Rukh,Rukh,0.0,2017.0,,106,"Drama,Mystery",rukh,6.3,678.0
4900,s7900,Movie,Rumble,R. Ellis Frazier,"Gary Daniels, Luis Gatica, Sissi Fleitas, Eddie J. Fernandez, Fabián López, Justin Nesbitt, Pedro Rodman Rodriguez",Mexico,"September 15, 2017",2016,TV-MA,92 min,"Action & Adventure, Independent Movies","An ex-MMA champion reduced to fixing fights in Mexico must win one last match to save his girlfriend, who's been kidnapped by the mob.",rumble,tt3991302,movie,Rumble,Rumble,0.0,2016.0,,,Action,rumble,3.7,324.0
4901,s7901,Movie,Rumble in the Bronx,Stanley Tong,"Jackie Chan, Anita Mui, Françoise Yip, Bill Tung, Marc Akerstream, Garvin Cross, Morgan Lam, Ailen Sit",Hong Kong,"November 1, 2019",1995,R,89 min,"Action & Adventure, Comedies, International Movies","During a visit to the Bronx to help out at his uncle's store, a cheerful martial arts expert springs into action when a gang terrorizes the shop.",rumble in the bronx,tt0113326,movie,Rumble in the Bronx,Hung fan kui,0.0,1995.0,,87,"Action,Comedy,Crime",rumble in the bronx,6.8,47871.0
4902,s7903,Movie,Run,Jeeva,"Abhishek Bachchan, Bhoomika Chawla, Mahesh Manjrekar, Vijay Raaz, Mukesh Rishi, Ayesha Jhulka, Anjan Srivastav, Goga Kapoor, Mukul Agarwal, Shweta Menon",India,"March 1, 2018",2004,TV-14,134 min,"Action & Adventure, International Movies, Music & Musicals",Siddharth falls in love with beautiful Jhanvi. But Jhanvi's brother Ganpat is overly possessive – and determined to destroy their relationship.,run,tt0411815,movie,Run,Run,0.0,2004.0,,137,"Action,Comedy,Drama",run,5.0,1562.0
4903,s7904,Movie,Runaway Bride,Garry Marshall,"Julia Roberts, Richard Gere, Joan Cusack, Hector Elizondo, Rita Wilson, Paul Dooley, Christopher Meloni, Donal Logue, Reg Rogers, Yul Vazquez, Jane Morris, Lisa Roberts, Kathleen Marshall, Jean Schertler, Tom Hines",United States,"December 1, 2020",1999,PG,116 min,"Comedies, Romantic Movies","Sparks fly when a newspaper columnist writes a one-sided, sexist story about a commitment-phobic bride who abandoned three men at the altar.",runaway bride,tt0163187,movie,Runaway Bride,Runaway Bride,0.0,1999.0,,116,"Comedy,Romance",runaway bride,5.6,107885.0
4904,s7905,Movie,Running for Grace,David L. Cunningham,"Ryan Potter, Matt Dillon, Jim Caviezel, Olivia Ritchie, Juliet Mills, Nick Boraine, Rumi Oyama",United States,"June 19, 2019",2018,TV-14,110 min,"Dramas, Romantic Movies","In 1920s Hawaii, a young man of mixed race and the daughter of a white plantation owner must overcome racial and class prejudice to be together.",running for grace,tt5696326,movie,Running for Grace,Running for Grace,0.0,2018.0,,110,"Family,Romance",running for grace,6.1,1895.0
4905,s7906,Movie,Running Out Of Time,Chris Stokes,"Tasha Smith, RonReaco Lee, Telma Hopkins, Sydney Elise Johnson, Sean Dominic, Dustin Harnish, Paul Logan, Kearia Schroeder, Michael Toland, Anton Peeples",United States,"August 1, 2019",2018,TV-14,88 min,Thrillers,"Held hostage by men searching for a secret her late husband left behind, a recent widow and her family race against time to find a way out.",running out of time,tt8420952,movie,Running Out of Time,Running Out of Time,0.0,2018.0,,87,Thriller,running out of time,4.4,559.0
4906,s7908,Movie,Russell Madness,Robert Vince,"David Milchard, John Ratzenberger, Will Sasso, Mason Vale Cotton, John Hennigan, Sean Giambrone, Charles Robinson, Mckenna Grace, Kate Reinders, Fred Willard",United States,"May 10, 2015",2015,PG,93 min,"Children & Family Movies, Comedies, Sports Movies","A spunky terrier named Russell with serious wrestling chops becomes a sports phenomenon with the help of his coach, a monkey named Hunk.",russell madness,tt4257950,movie,Russell Madness,Russell Madness,0.0,2015.0,,92,"Family,Sport",russell madness,4.3,759.0
4907,s7911,Movie,Rustom,Dharmendra Suresh Desai,"Akshay Kumar, Ileana D'Cruz, Arjan Bajwa, Esha Gupta, Pavan Malhotra, Parmeet Sethi, Sachin Khedekar, Anang Desai, Kumud Mishra, Brijendra Kala, Usha Nadkarni, Kanwaljeet Singh",India,"January 6, 2017",2016,TV-14,141 min,"Dramas, International Movies","A decorated naval officer kills his wife's lover, leading to a sensational trial and a national obsession over passion versus premeditated murder.",rustom,tt5165344,movie,Rustom,Rustom,0.0,2016.0,,148,"Crime,Drama,Thriller",rustom,7.0,29801.0
4908,s7913,Movie,S.W.A.T.,Clark Johnson,"Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J, Josh Charles, Jeremy Renner, Brian Van Holt, Olivier Martinez, Reg E. Cathey, Larry Poindexter, Page Kennedy, Domenick Lombardozzi, James DuMont",United States,"January 1, 2021",2003,PG-13,117 min,Action & Adventure,"A veteran cop is tasked with drafting and training a special weapons and tactics team, who soon find themselves up against an international criminal.",s.w.a.t.,tt0257076,movie,S.W.A.T.,S.W.A.T.,0.0,2003.0,,117,"Action,Adventure,Crime",s.w.a.t.,6.1,157445.0
4909,s7914,Movie,Saath Saath,Raman Kumar,"Deepti Naval, Farooq Shaikh, Satish Shah, Iftekhar, A.K. Hangal, Neena Gupta, Avtar Gill, Javed Khan",India,"December 31, 2019",1982,TV-14,118 min,"Dramas, Independent Movies, International Movies","A young woman falls for her classmate’s idealistic, non-materialistic ways, but is troubled upon seeing his principles change after they marry.",saath saath,tt0341554,movie,Saath Saath,Saath Saath,0.0,1982.0,,117,Drama,saath saath,7.4,404.0
4910,s7915,Movie,Sacro GRA,Gianfranco Rosi,,"Italy, France","March 21, 2017",2013,TV-MA,91 min,"Documentaries, International Movies","Italian filmmaker Gianfranco Rosi turns his eye to his own country, roaming and filming for over two years in a minivan on Rome's giant ring road.",sacro gra,tt3172520,movie,Sacro GRA,Sacro GRA,0.0,2013.0,,95,Documentary,sacro gra,6.3,1928.0
4911,s7917,Movie,Sadie's Last Days on Earth,Michael Seater,"Morgan Taylor Campbell, Clark Backo, Ricardo Hoyos, Munro Chambers, Paula Brancati, Helene Joy, Peter Keleghan, George Stroumboulopoulos, John Ralston, Emilia McCarthy",Canada,"August 22, 2017",2016,TV-14,94 min,"Comedies, Sci-Fi & Fantasy","High schooler Sadie Mitchell believes the world is about to end – literally. Before it does, she sets out to kiss a boy and win back her best friend.",sadie's last days on earth,tt5777802,movie,Sadie's Last Days on Earth,Sadie's Last Days on Earth,0.0,2016.0,,90,Comedy,sadie's last days on earth,5.4,503.0
4912,s7918,Movie,Sadma,Balu Mahendra,"Kamal Hassan, Sridevi, Silk Smitha, Gulshan Grover, Paintal, Arvind Deshpande",India,"December 31, 2019",1983,TV-14,137 min,"Dramas, International Movies, Romantic Movies","After a traumatic injury leaves her with amnesia and age regression, a young woman is sold to a brothel before a teacher becomes her savior.",sadma,tt0086230,movie,Sadma,Sadma,0.0,1983.0,,141,"Drama,Romance",sadma,8.3,3667.0
4913,s7919,TV Show,Sadqay Tumhare,Ehtesham Uddin,"Mahira Khan, Samiya Mumtaz, Adnan Malik, Rehan Sheikh, Sanya Shamshad, Qavi Khan",Pakistan,"December 15, 2016",2014,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","An arranged engagement between a village girl and her city cousin shows signs of true love, but an indiscretion decades ago could doom their romance.",sadqay tumhare,tt4708708,tvSeries,Sadqay Tumhare,Sadqay Tumhare,0.0,2014.0,2015.0,43,Romance,sadqay tumhare,7.5,704.0
